NO,FOOD_NAME,FOOD_TYPE,AMOUNT_PER_SERVINGS,UNIT,KCAL,PROTEIN,FAT,CARBOHYDRATE
2022,그래놀라요거트프로스트(블루베리) R,커피류,290,mL,369.9,6.6,0,0
2023,그래놀라요거트프로스트(블루베리) L,커피류,420,mL,574.9,10.2,0,0
2024,리얼 쿠앤크 쉐이크,커피류,380,mL,382.8,3.7,0,0
2025,리얼 블루베리 쉐이크,커피류,385,mL,252.1,2.6,0,0
2026,리얼 딸기 쉐이크,커피류,430,mL,280.8,3.3,0,0
2027,오리지널 바닐라 쉐이크,커피류,365,mL,186.3,3.1,0,0
2028,블루베리 버블 프로스트 R,커피류,383,mL,366,2.5,0,0
2029,블루베리 버블 프로스트 L,커피류,464,mL,633.9,4.9,0,0
2030,타로 버블 프로스트 R,커피류,383,mL,371.9,2.7,0,0
2031,타로 버블 프로스트 L,커피류,464,mL,642.8,5.2,0,0
2032,망고 버블 프로스트 R,커피류,383,mL,360.2,2.5,0,0
2033,망고 버블 프로스트 L,커피류,464,mL,625.2,4.8,0,0
2034,모카 프로스트 R,커피류,389,mL,447.4,4.7,0,0
2035,모카 프로스트 L,커피류,514,mL,653.1,7.1,0,0
2036,에스프레소 프로스트 R,커피류,345,mL,304.7,2.4,0,0
2037,에스프레소 프로스트 L,커피류,435,mL,448.3,4.1,0,0
2038,자바칩모카 프로스트 R,커피류,384,mL,484.2,6.6,0,0
2039,자바칩모카 프로스트 L,커피류,522,mL,708.3,9.9,0,0
2040,카라멜 프로스트 R,커피류,389,mL,444.8,3.4,0,0
2041,카라멜 프로스트 L,커피류,514,mL,653.1,7.1,0,0
2042,자바칩 프로스트 R,커피류,381,mL,488.7,7.4,0,0
2043,자바칩 프로스트 L,커피류,519,mL,727.3,11.6,0,0
2044,녹차 프로스트 R,커피류,401,mL,360.7,5.5,0,0
2045,녹차 프로스트 L,커피류,526,mL,495.8,8,0,0
2046,고구마 프로스트 R,커피류,475,mL,448.7,6.5,0,0
2047,고구마 프로스트 L,커피류,650,mL,673.1,9.8,0,0
2048,화이트 프로스트 R,커피류,374,mL,490.9,4.5,0,0
2049,화이트 프로스트 L,커피류,477,mL,619.5,7.2,0,0
2050,오곡프로스트 R,커피류,400,mL,404.3,7.2,0,0
2051,오곡프로스트 L,커피류,533,mL,578.1,10,0,0
2052,유자 프로스트 R,커피류,385,mL,305.2,3.6,0,0
2053,유자 프로스트 L,커피류,545,mL,532.8,5.4,0,0
2054,키위 프로스트 R,커피류,375,mL,298.6,4.7,0,0
2055,키위 프로스트 L,커피류,520,mL,503,7.4,0,0
2056,망고 프로스트 R,커피류,395,mL,336.6,5,0,0
2057,망고 프로스트 L,커피류,520,mL,479,7.4,0,0
2058,딸기 프로스트 R,커피류,375,mL,276.9,4.7,0,0
2059,딸기 프로스트 L,커피류,520,mL,465,7.4,0,0
2060,믹스베리 프로스트 R,커피류,395,mL,330.9,3.6,0,0
2061,믹스베리 프로스트 L,커피류,520,mL,471,5.4,0,0
2062,플레인 요거트 프로스트,커피류,370,mL,253.1,5.7,0,0
2063,딸기 요거트 프로스트 R,커피류,335,mL,255.2,3.8,0,0
2064,딸기 요거트 프로스트 L,커피류,455,mL,382.8,5.6,0,0
2065,키위 요거트 프로스트 R,커피류,335,mL,266,3.8,0,0
2066,키위 요거트 프로스트 L,커피류,455,mL,399.1,5.6,0,0
2067,망고 요거트 프로스트 R,커피류,335,mL,259.2,3.8,0,0
2068,망고 요거트 프로스트 L,커피류,455,mL,388.8,5.6,0,0
2069,청포도 에이드 R,커피류,365,mL,107.2,0,0,0
2070,청포도 에이드 L,커피류,525,mL,187.2,0,0,0
2071,깔라만시 팝핑에이드 R,커피류,405,mL,105.4,0.3,0,0
2072,깔라만시 팝핑에이드 L,커피류,600,mL,187.3,0.5,0,0
2073,깔라망코주스 R,커피류,410,mL,170.4,0.2,0,0
2074,깔라망코주스 L,스무디류,590,mL,243.9,0.2,0,0
2075,오리지널 깔라만시 R,스무디류,415,mL,93.9,0.2,0,0
2076,오리지널 깔라만시 L,스무디류,590,mL,140.8,0.4,0,0
2077,유자몽 에이드 R,스무디류,440,mL,257.6,0,0,0
2078,유자몽 에이드 L,스무디류,650,mL,386.4,0,0,0
2079,허니코코망고 에이드,스무디류,405,mL,200,0,0,0
2080,허니코코망고 에이드,스무디류,575,mL,300,0,0,0
2081,블루 레몬 에이드 R,스무디류,420,mL,236.4,0,0,0
2082,블루 레몬 에이드 L,스무디류,590,mL,269.6,0,0,0
2083,레몬 에이드 L,스무디류,590,mL,251.6,0,0,0
2084,자몽에이드 R,스무디류,435,mL,200,0,0,0
2085,자몽에이드 L,스무디류,620,mL,300,0,0,0
2086,석류 아이스티 R,스무디류,400,mL,180,0,0,0
2087,석류 아이스티 L,스무디류,568,mL,270,0,0,0
2088,핑크레몬에이드 R,커피류,400,mL,180,0,0,0
2089,핑크레몬에이드 L,커피류,568,mL,270,0,0,0
2090,블루베리에이드 R,커피류,400,mL,180,0,0,0
2091,블루베리에이드 L,커피류,568,mL,270,0,0,0
2092,딸기주스 R,스무디류,360,mL,170.5,1.1,0,0
2093,딸기주스 L,스무디류,515,mL,255.8,1.7,0,0
2094,오렌지주스 R,스무디류,370,mL,171.9,2.4,0,0
2095,오렌지주스 L,스무디류,575,mL,279,3.9,0,0
2096,키위쥬스 R,스무디류,410,mL,176.4,2.3,0,0
2097,키위쥬스 L,스무디류,590,mL,264.6,3.4,0,0
2098,바나나주스 R,스무디류,390,mL,273.1,4.7,0,0
2099,바나나주스 L,스무디류,575,mL,419.4,7.4,0,0
2100,토마토쥬스 R,스무디류,370,mL,99.4,2.2,0,0
2101,토마토쥬스 L,스무디류,575,mL,157.2,3.7,0,0
2102,하이포션 레몬그라스 R,스무디류,405,mL,163.1,0,0,0
2103,하이포션 레몬그라스 L,스무디류,573,mL,244.7,0,0,0
2104,하이포션 로즈플라워 R,스무디류,405,mL,112.5,0,0,0
2105,하이포션 로즈플라워 L,스무디류,572.5,mL,168.8,0,0,0
2106,깔라봉 차 R,스무디류,310,mL,146.9,0.1,0,0
2107,깔라봉 차 L,스무디류,495,mL,220.4,0.2,0,0
2108,자몽차 R,스무디류,320,mL,200,0,0,0
2109,자몽차 L,스무디류,510,mL,300,0,0,0
2110,로즈플라워,스무디류,305,mL,5,0,0,0
2111,레몬그라스,스무디류,305,mL,5,0,0,0
2112,얼그레이(홍차),스무디류,305,mL,5,0,0,0
2113,다즐링(홍차),스무디류,305,mL,5,0,0,0
2114,레몬차 R,스무디류,320,mL,200,0,0,0
2115,레몬차 L,스무디류,510,mL,300,0,0,0
2116,유자차 R,스무디류,320,mL,200,0,0,0
2117,유자차 L,스무디류,510,mL,300,0,0,0
2118,생강차 R,스무디류,320,mL,220,0,0,0
2119,생강차 L,스무디류,510,mL,330,0,0,0
2120,한라봉차 R,스무디류,320,mL,200,0,0,0
2121,한라봉차 L,탄산음료류,510,mL,300,0,0,0
2122,매실차 R,탄산음료류,320,mL,240,0,0,0
2123,매실차 L,탄산음료류,510,mL,360,0,0,0
2124,대추차 R,탄산음료류,320,mL,200,0,0,0
2125,대추차 L,과일.채소음료류,510,mL,300,0,0,0
2126,모과차 R,과일.채소음료류,320,mL,200,0,0,0
2127,모과차 L,과일.채소음료류,510,mL,300,0,0,0
2128,쟈스민(허브티),과일.채소음료류,305,mL,5,0,0,0
2129,캐모마일(허브티),탄산음료류,305,mL,5,0,0,0
2130,루이보스(허브티),탄산음료류,305,mL,5,0,0,0
2131,페퍼민트(허브티),탄산음료류,305,mL,5,0,0,0
2132,달콤파르페,탄산음료류,481,g,497.3,5.6,0,0
2133,화이트초콜릿라즈베리,탄산음료류,100,g,114,2,0,0
2134,민트초코칩,탄산음료류,100,g,250,3.8,0,0
2135,초코릿 엑스타시,탄산음료류,100,g,132,2,0,0
2136,카페 에스프레소,탄산음료류,100,g,126,2,0,0
2137,월넛버터 스카치,탄산음료류,100,g,265,4.5,0,0
2138,쿠키앤크림,탄산음료류,100,g,130,2,0,0
2139,바닐라클래식,탄산음료류,100,g,115,2,0,0
2140,레인보우,탄산음료류,100,g,114,2,0,0
2141,그린티,탄산음료류,100,g,230,4.2,0,0
2142,스트로베리,탄산음료류,100,g,115,2,0,0
2143,프룻포레스트 요거트,탄산음료류,100,g,180,3.7,0,0
2144,보이즌 베리드림,과일.채소음료류,100,g,220,3,0,0
2145,베리플릇 소르베,과일.채소음료류,100,g,75,0,0,0
2146,호키포키 바닐라 ,과일.채소음료류,100,g,121,2,0,0
2147,마마흑당눈꽃빙수,과일.채소음료류,548,g,838.8,5.9,0,0
2148,브라우니 눈꽃빙수,과일.채소음료류,511,g,974.8,9.2,0,0
2149,블루베리 치즈크림 눈꽃빙수,과일.채소음료류,635,g,944.5,6.5,0,0
2150,자두복숭아눈꽃빙수,과일.채소음료류,665,g,621,0,0,0
2151,타로눈꽃빙수,과일.채소음료류,500,g,783.9,5.1,0,0
2152,망고치즈눈꽃빙수,과일.채소음료류,710,g,856,3.7,0,0
2153,딸기치즈눈꽃빙수(일반),과일.채소음료류,527,g,828.1,11.8,0,0
2154,딸기치즈눈꽃빙수(우유),탄산음료류,725,g,858.8,11.6,0,0
2155,초코눈꽃빙수,탄산음료류,525,g,1033.9,10.9,0,0
2156,인절미눈꽃빙수,탄산음료류,608,g,1075,17.3,0,0
2157,쿠앤크눈꽃빙수(일반),탄산음료류,718,g,1117.2,14.4,0,0
2158,쿠앤크눈꽃빙수(우유),차류,550,g,964.3,13.4,0,0
2159,밀크눈꽃빙수(일반),차류,735,g,893.8,18.4,0,0
2160,밀크눈꽃빙수(우유),차류,585,g,826.3,16.5,0,0
2161,달달하구마빙수,차류,656,g,888.8,13.6,0,0
2162,딸기빙수,차류,560,g,412,5.7,0,0
2163,쿠키마우스빙수,차류,592,g,919.1,7.9,0,0
2164,컵커피빙수,차류,280,g,238.7,4.2,0,0
2165,컵딸기빙수,차류,355,g,313.5,4.5,0,0
2166,컵팥빙수,차류,361,g,392.4,5.9,0,0
2167,팥빙수,차류,653,g,685.6,10.4,0,0
2168,커피빙수,차류,510,g,393.1,7.5,0,0
2169,녹차빙수,차류,470,g,391.2,6.2,0,0
2170,바닐라품었슈,차류,139,g,169.7,2.4,0,0
2171,딸기탑 마마츄리,차류,274,g,657.9,10.7,0,0
2172,시나몬 멜츠 브레드,차류,110,g,487,8,0,0
2173,리치골드브레드,차류,409,g,1263.2,53,0,0
2174,허니치즈퐁당마마츄리,차류,187,g,597,20.5,0,0
2175,잉글리쉬머핀,차류,120,g,262,14,0,0
2176,치즈스틱케이크,차류,45,g,106,2,0,0
2177,고구마스틱케이크,차류,45,g,106,2,0,0
2178,블루베리스틱케이크,차류,45,g,122,3,0,0
2179,초코스틱케이크,차류,45,g,146,3,0,0
2180,초코 퐁당 마마츄리,차류,205,g,670.6,9.9,0,0
2181,블루베리 퐁당 마마츄리,차류,230,g,611.1,9.3,0,0
2182,라즈베리 퐁당 마마츄리,차류,230,g,618.7,9.5,0,0
2183,크로크무슈,차류,140,g,388,10,0,0
2184,플레인베이글,아이스크림류,113,g,317.1,12,0,0
2185,어니언베이글,아이스크림류,113,g,328.7,11,0,0
2186,크림치즈프레즐,아이스크림류,99,g,250,8,0,0
2187,블루베리베이글,아이스크림류,113,g,345.6,12,0,0
2188,스콘(건포도),아이스크림류,90,g,437,5,0,0
2189,스콘(시나몬호두),아이스크림류,90,g,366,4,0,0
2190,치즈번,아이스크림류,60,g,235,4,0,0
2191,모카번,아이스크림류,60,g,240,4,0,0
2192,초코머핀,아이스크림류,140,g,560,11,0,0
2193,블루베리머핀,아이스크림류,140,g,571,7.9,0,0
2194,마카다미아넛쿠키,아이스크림류,38,g,185,2,0,0
2195,록키로드쿠키,아이스크림류,38,g,180,2,0,0
2196,초콜렛칩청크쿠키,아이스크림류,38,g,180,2,0,0
2197,오트밀레이즌쿠키,아이스크림류,38,g,170,2,0,0
2198,플레인와플,아이스크림류,110,g,351,3,0,0
2199,카라멜월넛와플,빙수류,123,g,403.7,3.5,0,0
2200,초코와플,빙수류,110,g,351,3,0,0
2201,메이플아몬드와플,빙수류,123,g,395.7,3.6,0,0
2202,아이스크림와플,빙수류,134,g,343.6,4,0,0
2203,블루베리크림치즈와플,빙수류,148,g,429.6,4.2,0,0
2204,라즈베리바나나와플,빙수류,240,g,505.2,4.3,0,0
2205,스페셜마마와플,빙수류,459,g,861,9.1,0,0
2206,피넛버터브레드,빙수류,297,g,1050.5,32.6,0,0
2207,카라멜브레드,빙수류,258,g,984,17.1,0,0
2208,초콜릿브레드,빙수류,273,g,708.8,38.4,0,0
2209,갈릭치즈브레드,빙수류,238,g,877.5,26.2,0,0
2210,치즈크림 초콜릿 라떼,빙수류,411,mL,415,15,0,0
2211,치즈크림 스트로베리 라떼,빙수류,411,mL,340,7,0,0
2212,치즈크림 후르츠 피치 티,빙수류,406,mL,250,1,0,0
2213,아이스 흑당 카페라떼,빙수류,405,mL,210,9,0,0
2214,흑당 카페라떼,빙수류,405,mL,210,9,0,0
2215,흑당 곡물라떼,빙수류,390,mL,265,14,0,0
2216,아이스 흑당 곡물라떼,빙수류,390,mL,265,14,0,0
2217,TWG 흑당 버블 밀크티,빙수류,413,mL,280,10,0,0
2218,애플민트티,빙수류,312,mL,105,0,0,0
2219,아이스 그나와 민트티,빙수류,383,mL,0,0,0,0
2220,1837 블랙티(아이스),빙수류,383,mL,0,0,0,0
2221,카모마일,빙수류,383,mL,0,0,0,0
2222,크림 카라멜,기타 빵류,383,mL,0,0,0,0
2223,프렌치 얼그레이,페이스트리류,383,mL,0,0,0,0
2224,1837 블랙티,기타 빵류,383,mL,0,0,0,0
2225,상그리아 에이드,기타 빵류,505,mL,250,0,0,0
2226,레몬 셔벗 에이드,페이스트리류,505,mL,210,0,0,0
2227,허니레몬 아이스티,샌드위치류,361,mL,105,0,0,0
2228,오렌지자몽티,케이크류,360,mL,157,2,0,0
2229,고구마 라떼,케이크류,360,mL,342,16,0,0
2230,유자 레몬티,케이크류,354,mL,255,0,0,0
2231,로얄 밀크티,케이크류,354,mL,290,60,0,0
2232,롱블랙,페이스트리류,280,mL,10,2,0,0
2233,아이스 롱블랙,페이스트리류,300,mL,10,2,0,0
2234,제주 말차 프라페,페이스트리류,420,mL,410,16,0,0
2235,아이스 숏라떼,기타 빵류,300,mL,110,12,0,0
2236,로얄 밀크티 쉐이크,식빵류,395,mL,480,18,0,0
2237,자몽 에이드,식빵류,480,mL,275,10,0,0
2238,카라멜 마키아또 R,식빵류,354,mL,250,15,0,0
2239,카라멜 마키아또 L,식빵류,480,mL,340,20,0,0
2240,스트로베리 피치 프라페,기타 빵류,420,mL,265,2,0,0
2241,오렌지 에이드,기타 빵류,480,mL,135,2,0,0
2242,카페 아메리카노 R,기타 빵류,354,mL,15,2,0,0
2243,카페 아메리카노 L,기타 빵류,480,mL,20,2,0,0
2244,카푸치노 R,케이크류,354,mL,140,15,0,0
2245,카푸치노 L,케이크류,480,mL,190,22,0,0
2246,에스프레소 마키아또 더블,쿠키.비스킷류,70,mL,15,1,0,0
2247,아이스 초콜릿 라떼 R,쿠키.비스킷류,420,mL,465,17,0,0
2248,아이스 초콜릿 라떼 L,쿠키.비스킷류,480,mL,430,20,0,0
2249,아이스 바닐라 라떼 R,쿠키.비스킷류,420,mL,235,15,0,0
2250,아이스 바닐라 라떼 L,기타 빵류,480,mL,270,17,0,0
2251,에스프레소 마키아또 싱글,기타 빵류,35,mL,10,1,0,0
2252,카페 모카 R,기타 빵류,354,mL,295,15,0,0
2253,카페 모카 L,기타 빵류,480,mL,405,22,0,0
2254,아이스 커피 R,기타 빵류,420,mL,10,0,0,0
2255,아이스 커피 L,기타 빵류,480,mL,10,0,0,0
2256,아이스 카페 라떼 R,기타 빵류,420,mL,155,17,0,0
2257,아이스 카페 라떼 L,기타 빵류,480,mL,175,20,0,0
2258,에스프레소 콘 파나 더블,기타 빵류,70,mL,90,2,0,0
2259,콜드브루,기타 빵류,360,mL,10,2,0,0
2260,커피 쉐이크,기타 빵류,420,mL,460,12,0,0
2261,아이스 그린티 라떼,기타 빵류,420,mL,270,18,0,0
2262,아이스 카페 아메리카노 R,커피류,420,mL,15,2,0,0
2263,아이스 카페 아메리카노 L,커피류,480,mL,20,2,0,0
2264,카페 라떼 R,차류,354,mL,150,15,0,0
2265,카페 라떼 L,커피류,480,mL,200,22,0,0
2266,콜드브루 라떼,커피류,360,mL,75,7,0,0
2267,초코 쉐이크,커피류,420,mL,565,15,0,0
2268,아이스 카페 모카 R,커피류,420,mL,270,13,0,0
2269,아이스 카페 모카 L,차류,480,mL,310,15,0,0
2270,티라미수 라떼,차류,360,mL,522,18,0,0
2271,바닐라 쉐이크,차류,420,mL,445,13,0,0
2272,에스프레소 콘 파나 싱글,차류,35,mL,45,2,0,0
2273,시그니처 라떼,차류,237,mL,235,7,0,0
2274,바닐라 라떼 R,커피류,354,mL,190,15,0,0
2275,바닐라 라떼 L,차류,480,mL,260,20,0,0
2276,숏라떼,차류,280,mL,115,12,0,0
2277,요거 프라페 R,탄산음료류,420,mL,290,3,0,0
2278,요거 프라페 L,탄산음료류,480,mL,330,5,0,0
2279,아이스 카라멜 마키아또 R,차류,420,mL,190,13,0,0
2280,아이스 카라멜 마키아또 L,차류,480,mL,215,15,0,0
2281,초콜릿 라떼,커피류,354,mL,260,17,0,0
2282,에스프레소 싱글,차류,30,mL,5,1,0,0
2283,버블 밀크티 R,차류,420,mL,300,10,0,0
2284,버블 밀크티 L,커피류,480,mL,340,12,0,0
2285,모카칩 프라페 R,커피류,420,mL,355,8,0,0
2286,모카칩 프라페 L,스무디류,480,mL,410,10,0,0
2287,그린티 라떼,커피류,354,mL,255,19,0,0
2288,오렌지 자몽 주스,스무디류,480,mL,115,7,0,0
2289,카라멜 프라페 R,탄산음료류,420,mL,355,15,0,0
2290,카라멜 프라페 L,커피류,480,mL,385,17,0,0
2291,에스프레소 더블,커피류,60,mL,10,3,0,0
2292,키위 바나나 주스,스무디류,480,mL,270,5,0,0
2293,버블 그린티 라떼 R,탄산음료류,420,mL,345,1,0,0
2294,버블 그린티 라떼 L,커피류,480,mL,385,20,0,0
2295,망고 프라페 R,커피류,420,mL,305,3,0,0
2296,망고 프라페 L,커피류,480,mL,350,5,0,0
2297,오늘의 커피 R,커피류,354,mL,15,2,0,0
2298,오늘의 커피 L,커피류,480,mL,25,2,0,0
2299,떠먹는 헤이즐넛 생크림 크레이프,커피류,179,g,585,13,0,0
2300,모어 댄 쿠키 앤 크림,커피류,155,g,390,4,0,0
2301,퀸즈 캐롯,커피류,179,g,575,12,0,0
2302,비 마이 민트,커피류,157,g,500,16,0,0
2303,비 마이 스트로베리,커피류,154,g,410,9,0,0
2304,블랙 벨벳,커피류,151,g,525,10,0,0
2305,딸기 생크림,커피류,117,g,305,7,0,0
2306,카푸치노 생크림,커피류,157,g,435,7,0,0
2307,유자 레몬 마카롱,커피류,25,g,105,2,0,0
2308,초콜릿 크렘슈,커피류,120,g,355,9,0,0
2309,마다가스카르 바닐라 마카롱,커피류,25,g,100,2,0,0
2310,바닐라 크렘슈,커피류,126,g,360,11,0,0
2311,생크림 피칸 타르트,커피류,105,g,410,11,0,0
2312,생크림 소프트 쉬폰,스무디류,82,g,310,33,0,0
2313,러브 시그널,커피류,92,g,270,7,0,0
2314,바닐라 크렘 브륄레,커피류,168,g,420,16,0,0
2315,TWG 밀크티 쉬폰,커피류,106,g,280,7,0,0
2316,더치 솔티드 카라멜,커피류,129,g,460,13,0,0
2317,까망베르 치즈,커피류,97,g,385,11,0,0
2318,떠먹는 스트로베리 초콜릿 생크림,커피류,71,g,205,5,0,0
2319,떠먹는 티라미수,스무디류,144,g,475,15,0,0
2320,벨지안 가나슈,커피류,149,g,695,16,0,0
2321,떠먹는 딸기 레어 치즈,커피류,163,g,455,13,0,0
2322,떠먹는 아이스박스,커피류,190,g,775,14,0,0
2323,그뤼에르 치즈 무스,스무디류,130,g,450,10,0,0
2324,초코롱 프랄리네,커피류,16,g,70,2,0,0
2325,초코롱 바닐라 ,커피류,16,g,70,2,0,0
2326,초코롱 피스타치오,커피류,16,g,65,2,0,0
2327,초코롱 오렌지,커피류,16,g,65,2,0,0
2328,초코롱 산딸기,커피류,16,g,60,4,0,0
2329,초코롱 바나나,스무디류,16,g,65,2,0,0
2330,트리플 초콜릿 무스,스무디류,112,g,365,9,0,0
2331,뉴욕 치즈,커피류,102,g,365,11,0,0
2332,블루베리 파블랑,커피류,232,g,270,9,0,0
2333,쇼콜라 쿠키 파블랑,커피류,220,g,355,11,0,0
2334,소프트 아이스크림_콘,커피류,135,g,325,10,0,0
2335,소프트 아이스크림_컵,차류,110,g,195,7,0,0
2336,산딸기 마카롱,차류,17,g,75,2,0,0
2337,로즈베리 생크림,커피류,117,g,305,7,0,0
2338,그린티 마카롱,커피류,17,g,75,2,0,0
2339,벨지안 초콜릿 마카롱,커피류,17,g,85,2,0,0
2340,블루베리 마카롱,과일.채소음료류,17,g,70,2,0,0
2341,레드 벨벳,스무디류,153,g,375,4,0,0
2342,딸기 요거,스무디류,107,g,260,5,0,0
2343,바닐라 아포가토,커피류,227,g,275,10,0,0
2344,클래식 가토,과일.채소음료류,107,g,275,9,0,0
2345,스파이시 튜나 바게트,커피류,268,g,540,40,0,0
2346,플레인 그릭 요거트,커피류,170,g,230,13,0,0
2347,허니 바나나 그릭 요거트,스무디류,175,g,220,10,0,0
2348,스트로베리 그릭 요거트,스무디류,162,g,210,10,0,0
2349,에그 브리오슈,커피류,90,g,185,14,0,0
2350,애플 고다 프렌치토스트,커피류,125,g,285,14,0,0
2351,핫치킨 치아바타,케이크류,127,g,150,11,0,0
2352,초리조&모짜렐라 크루아상,쿠키.비스킷류,94,g,330,27,0,0
2353,애플&까마에르 크루아상,케이크류,133,g,400,18,0,0
2354,그릴드포카치아갈릭치킨,케이크류,163,g,300,30,0,0
2355,그릴드포카치아햄&치즈,케이크류,145,g,300,27,0,0
2356,핫치킨베이크,케이크류,227,g,485,53,0,0
2357,불고기베이크,케이크류,215,g,475,44,0,0
2358,토마토모짜렐라랩,케이크류,251,g,455,40,0,0
2359,시저치킨랩,기타 과자류,194,g,395,38,0,0
2360,올리브 치킨 파니니,케이크류,206,g,590,64,0,0
2361,칠리 소시지 바게트 샌드위치,기타 과자류,227,g,430,38,0,0
2362,할라피뇨 스테이크 바게트 샌드위치,케이크류,244,g,535,38,0,0
2363,레즌 스콘,케이크류,90,g,330,11,0,0
2364,오리지널 스콘,케이크류,90,g,335,11,0,0
2365,멜팅치즈 깜파뉴 토스트,케이크류,131,g,300,33,0,0
2366,투썸뉴트리션바,케이크류,30,g,125,6,0,0
2367,오렌지쇼콜라파운드,케이크류,88,g,315,7,0,0
2368,TWG밀크티파운드,케이크류,69,g,255,5,0,0
2369,햄&치즈 퀘사디아,케이크류,197,g,465,49,0,0
2370,쇼콜라 쿠키,케이크류,100,g,535,15,0,0
2371,크랜베리 쿠키,케이크류,90,g,455,9,0,0
2372,화이트 버터 쿠키,케이크류,85,g,420,7,0,0
